,edit_history_tweet_ids,lang,author_id,created_at,id,text
17,['1600030993393532929'],en,1264298628480409600,2022-12-06T07:34:50.000Z,1600030993393532929,"@thatbloodyMikey @CobblerSeanTB Wait, wait, wait

Let’s not forget USA fascism was exported FROM the UKKK &amp; Europe https://t.co/LZIwCEcXkC"
18,['1600030991338426368'],en,1484659604185403398,2022-12-06T07:34:50.000Z,1600030991338426368,@dawncharis1 @TRHLofficial @DefenceU Silence UStard or we will make USA 13 colonies again.
19,['1600030990734327809'],en,291739314,2022-12-06T07:34:49.000Z,1600030990734327809,"RT @coryklippsten: THE RACE TO AVOID THE WAR

In February 2020, a month before @swanbitcoin launched, we published our mission statement ""T…"
20,['1600030989295550464'],en,2350107834,2022-12-06T07:34:49.000Z,1600030989295550464,"RT @FNC_ENT: 2023 P1Harmony LIVE TOUR [P1ustage H : P1ONEER] IN USA 
&gt;&gt; https://t.co/V4oqdi1a8L

#P1Harmony #피원하모니 #P1H #P1ustage_H #P1ONEE…"
21,['1600030988075139078'],en,762308646483005440,2022-12-06T07:34:49.000Z,1600030988075139078,"RT @JamesBradleyCA: If China is our greatest threat, why are they allowed to buy land here in the USA?"
22,['1600030987185815555'],en,33815054,2022-12-06T07:34:49.000Z,1600030987185815555,RT @DollyD2022: Why is China allowed to buy land in the USA?
23,['1600030984870797313'],en,907826087211749376,2022-12-06T07:34:48.000Z,1600030984870797313,Legislation passed to avert US rail strike https://t.co/IMMCQ1Ka9l #Railroad #Trains #USA #Freight
24,['1600030978403188736'],en,196768996,2022-12-06T07:34:47.000Z,1600030978403188736,"RT @ReduxxMag: BREAKING: Women with @WDI_USA were just attacked by black-clad trans activists in California. 

The women were confronted an…"
25,['1600030972199649280'],pt,1598489311460081666,2022-12-06T07:34:45.000Z,1600030972199649280,"@Larissa1ventura Oii amg, se puder usa meu código de afiliada SHEIN, ele ainda te dá um desconto extra!
🔗Para ativar: cadastre indo em perfil&gt;minha indicação &gt; BR48939U 
Lembrando que esse desconto pode ser acumulado com pontos e cupons! Ele some após 3 meses e você precisa cadastrar de novo🤍"
26,['1600030969313910785'],en,1112306693482926080,2022-12-06T07:34:44.000Z,1600030969313910785,"RT @ReduxxMag: BREAKING: Women with @WDI_USA were just attacked by black-clad trans activists in California. 

The women were confronted an…"
27,['1600030966642245636'],en,476578634,2022-12-06T07:34:44.000Z,1600030966642245636,"@BBCSport @alanshearer Do England ever learn. So far up themselves instead of just enjoying the moment. They beat Iran and wales, really struggled v usa and toiled v Senegal till they went 1 up. No wonder every nation wants them to lose. It’s tiring listening to this every tournament. Give it a rest!"
28,['1600030964792451073'],en,1551216673,2022-12-06T07:34:43.000Z,1600030964792451073,"RT @EvilGeniuses: Ready to ring in the holidays? We’re celebrating the season of giving with a #PredatorGaming giveaway!

@predator_USA | @…"
29,['1600030964729593856'],en,2677845546,2022-12-06T07:34:43.000Z,1600030964729593856,RT @DollyD2022: Why is China allowed to buy land in the USA?
30,['1600030961185435648'],en,249019680,2022-12-06T07:34:42.000Z,1600030961185435648,@__TEAM_USA For making a terrible investment he was forced into by the courts
31,['1600030958316654592'],en,1313055784947920896,2022-12-06T07:34:42.000Z,1600030958316654592,"🗓️ Events that will affect the financial markets today.

#USA #eurusd #economy #usd #eur #financial #forex #trading #pmi #finance #EU #GBP #australia #canada https://t.co/cKpQbEhto1"
32,['1600030956764758017'],fr,1478833521519206401,2022-12-06T07:34:41.000Z,1600030956764758017,RT @Limportant_fr: 11-Septembre : Georges Busch a minimisé les informations dont il disposait sur les risques d'attentats d'Al-Qaïda aux US…
33,['1600030956433412097'],es,587891623,2022-12-06T07:34:41.000Z,1600030956433412097,"RT @caligulacat: Verdades que el uribismo no acepta: 

Pablo Escobar y Uribe fueron los que inundaron de coca a USA."
34,['1600030954357108736'],qht,3038167520,2022-12-06T07:34:41.000Z,1600030954357108736,#Trump #USA #MAGA #GOP https://t.co/hLkPVSlu8o
35,['1600030954201882624'],en,196768996,2022-12-06T07:34:41.000Z,1600030954201882624,RT @KDansky: @ReduxxMag @WDI_USA What you see all over the side of my face is egg shells from the raw egg that a man threw directly at my h…
36,['1600030952847069184'],en,1503280687226437632,2022-12-06T07:34:40.000Z,1600030952847069184,RT @kzzrttt: “Nana loves the USA but is a bit ignorant and celebrates it by doing stereotypes but she doesn't think it's offensive. She's j…
37,['1600030951987290114'],en,1157688381532450822,2022-12-06T07:34:40.000Z,1600030951987290114,"Jami1: BTW, once all the mold stuff starts comin' round, you know what's on the way? Penicillin. One of the major reasons the USA won WW1 and WW2. Ya sicfuks. Anyways, I'm allergic. https://t.co/cAsADCc7XS"
38,['1600030950028873729'],en,1276177524,2022-12-06T07:34:40.000Z,1600030950028873729,"RT @aworldofgoods: Time for my annual reminder to MAKE A CHOICE to shop local
Don't the pockets of the mega rich!
There are tons of local b…"
39,['1600030949781032960'],en,879582318901329921,2022-12-06T07:34:40.000Z,1600030949781032960,"RT @TraceyDelaney: The leading cause of death among children in the USA is not drag queen brunches, vaccines or pronouns. 
It’s guns. 
We h…"
40,['1600030948963143680'],en,1265769542908874752,2022-12-06T07:34:40.000Z,1600030948963143680,"RT @gregkellyusa: Are we still PRETENDING that ""lgbtq+"" are ""oppressed"" in America?  Was it Mandatory to wear those rainbow collars?  The a…"
41,['1600030947570724864'],es,205502631,2022-12-06T07:34:39.000Z,1600030947570724864,"RT @digitalcerebro: Este oso polar usa la física para cruzar hielo delgado, distribuyendo su masa sobre un área de superficie más amplia pa…"
42,['1600030944211402752'],en,1590636953195933696,2022-12-06T07:34:38.000Z,1600030944211402752,"RT @SirKunt: $350 in 48 Hours 

☑️ Search a token with ""shitcoin"" mark on https://t.co/nn2J6GhD4U
☑️ Comment about the ""shitcoin"" in the co…"
43,['1600030943921799168'],da,1390563715628556288,2022-12-06T07:34:38.000Z,1600030943921799168,"Sole F85 løbebånd er testvinder og kåret som ""The Best Folding Treadmill"" på markedet i USA. Det er på tilbud netop nu, hvor du kan spare 7.000 kr.

Gå til butikken der sælger Sole F85 på tilbud

Relateret indhold: Sammenlign alle løbebånd (her

https://t.co/kR3lPFgNNx https://t.co/hI2Mm3ukQS"
44,['1600030942029967360'],pt,1598489311460081666,2022-12-06T07:34:38.000Z,1600030942029967360,"@MikaellySza Oii amg, se puder usa meu código de afiliada SHEIN, ele ainda te dá um desconto extra!
🔗Para ativar: cadastre indo em perfil&gt;minha indicação &gt; BR48939U 
Lembrando que esse desconto pode ser acumulado com pontos e cupons! Ele some após 3 meses e você precisa cadastrar de novo🤍"
45,['1600030934727741440'],en,1194167849381761024,2022-12-06T07:34:36.000Z,1600030934727741440,"RT @sophiadahl1: 1/4
Germany Bans Farmers Fertiling Their Land. UK Wants a Food Price “Reset” UN Warns of Social Unrest‼️☝️🤔🙏👇👇

#UK #Energ…"
46,['1600030932639002624'],en,403413510,2022-12-06T07:34:36.000Z,1600030932639002624,"The bribe was to secure the ushering of the USA foreign policy's clandestine activities with the CIA in South africa, no story will make sense and the President is deserving of a charge of Treason, he betrayed his comrades why wouldn't be try the nation? @mbele_lnb #PowerTalk"
47,['1600030932303433728'],pl,1498342101259595785,2022-12-06T07:34:36.000Z,1600030932303433728,RT @wPolityce_pl: Najlepszy kraj w Europie? Znany analityk geopolityczny z USA wskazuje na Polskę! Jego wpis wywołał serię komentarzy https…
48,['1600030928989876224'],en,732115069,2022-12-06T07:34:35.000Z,1600030928989876224,@NUFCTheMag It's already happening in UK 🇬🇧 and USA 🇺🇲 check it out https://t.co/5MHMRvuWvQ  Click on it Thank me later
49,['1600030926582546439'],en,206816920,2022-12-06T07:34:34.000Z,1600030926582546439,"RT @marrakua: ***MISSING**** This Is CAROLINE BLESSING COOPER Last Heard From Her November 26th, 2022. Went To GHANA From The USA &amp; Lives I…"
50,['1600030925856931841'],en,1459094090960805902,2022-12-06T07:34:34.000Z,1600030925856931841,"@Our_DA @jsteenhuisen Father Christmas is trying by all means to be recognized,the UK and USA means nothing to SA.They need us.They are the ones who keep on looting this country.They must return everything they looted. The Natives's wealth is in their hands. Investors are looters. https://t.co/TydUQODAMa"
51,['1600030925143871489'],en,1373738067496988672,2022-12-06T07:34:34.000Z,1600030925143871489,"RT @trevorjonesart: 1/1 NFT + framed oil painting sent directly to you wherever you are in the world. Even to USA 🇺🇸👀

#MostInfluential2022…"
52,['1600030923948531712'],en,1566938668660674562,2022-12-06T07:34:34.000Z,1600030923948531712,"@JohnFinkle05 @kar1m30 @Rap So if something is not popular in the USA it is not ""mainstream"", bruh, the gringos believe they are the center of the world and if something is not popular there it means that it does not exist, although it is still our fault for making them believe that."
53,['1600030923881435136'],es,1600025586306531328,2022-12-06T07:34:34.000Z,1600030923881435136,"Grupo B:

Gales, Irán, USA e Inglaterra. Era lógico que Inglaterra dominaría el grupo, tanto contra Gales como con Irán, victorias fáciles, aunque USA ha derrochado un juego dominante consiguiendo rascar un punto ante Inglaterra, decepción de Gales."
54,['1600030922580971520'],en,896409172706643969,2022-12-06T07:34:33.000Z,1600030922580971520,"RT @coryklippsten: THE RACE TO AVOID THE WAR

In February 2020, a month before @swanbitcoin launched, we published our mission statement ""T…"
55,['1600030920316256256'],en,765604324860948480,2022-12-06T07:34:33.000Z,1600030920316256256,RT @KarlreMarks: First time the USA leaves a Middle Eastern country so quickly
56,['1600030920282542081'],de,1435950382413459461,2022-12-06T07:34:33.000Z,1600030920282542081,RT @ReporterOG: .@wikileaks-Gründer #JulianAssange hat laut @Reuters den Europäischen Gerichtshof für Menschenrechte angerufen. Der @ECHR_C…
57,['1600030919536291841'],ja,1563804405115236352,2022-12-06T07:34:33.000Z,1600030919536291841,@Usa_1201u 私勉強すすまん((なにいってんだ
58,['1600030918588399616'],zh,776792796472553472,2022-12-06T07:34:32.000Z,1600030918588399616,[https://t.co/ONuchIrpjI 推荐] 顾虑、警惕与支持：海外华人如何看待中国抗议 https://t.co/22J07uiRhC
59,['1600030918101848064'],en,1059217843055550464,2022-12-06T07:34:32.000Z,1600030918101848064,"@KDansky @WDI_USA @DeclarationOn Stupid, angry men who hate real biological women who disagree with them. So what's new..."
60,['1600030911827005440'],es,631794569,2022-12-06T07:34:31.000Z,1600030911827005440,"RT @digitalcerebro: Este oso polar usa la física para cruzar hielo delgado, distribuyendo su masa sobre un área de superficie más amplia pa…"
61,['1600030909176205312'],it,1082711184044974081,2022-12-06T07:34:30.000Z,1600030909176205312,"Pepsi pianifica centinaia di licenziamenti negli Usa
La divisione aziendale che dovrebbe essere più colpita dai licenziamenti è quella delle bevande, dal momento che l’unità degli snack ha già ridotto la sua forza lavoro… https://t.co/R7ckEwEVXq"
62,['1600030901311664128'],fr,1363726836,2022-12-06T07:34:28.000Z,1600030901311664128,"RT @Fixpir: Il n'y a pas de tensions ethniques aux USA.
🙃 https://t.co/a55ShsfTkI"
63,['1600030900271558656'],en,408091290,2022-12-06T07:34:28.000Z,1600030900271558656,"RT @TuesWithLaurie: “Buchanan delivers another knockout punch! I love this series!"" —SUZANNE SIMONETTI, USA Today Bestselling author

https…"
64,['1600030899328122880'],en,15556847,2022-12-06T07:34:28.000Z,1600030899328122880,"@SenJeffMerkley https://t.co/vQeMDWHwHD   

https://t.co/RzfpQKBtRZ          

OR. late A.G. Frohnmayer had deleted all records in L.C. It shows I'd changed my name to Nadia Sindi.Left old name Faika Sindi.Changed letters to Saika Findi! Frohnmayer has trapped me in a criminal record since 1987!"
65,['1600030898828754944'],es,1161494736546480129,2022-12-06T07:34:28.000Z,1600030898828754944,"Porque pones ""Caminar"", sí Darkrai flota? —
 ༒-./Porque tiene un par funcional de piernas que usa para entre otras cosas, caminar  https://t.co/74hOsM603X"
66,['1600030891849326593'],ar,1445685807965097997,2022-12-06T07:34:26.000Z,1600030891849326593,@RHCJO @TebbouneAmadjid @AlgPresidency مازالت مطلوب دولي للولايات المتحدة الأمريكية ومن سنوات وانا لا أعلم والطلب من قاعدة العديد الأمريكية في قطر والقضية والتقرير صادر من السعودية والاجهزة في #الاردن #السعودية #USA تتعمد عدم الافصاح أين ملف القضية وتاريخها!  #الفساد_مش_ثقافتنا #فصل_الخطاب #الجزائر #وهران https://t.co/fo3t8b91wY
67,['1600030889928441856'],en,1352113738887925762,2022-12-06T07:34:25.000Z,1600030889928441856,"wts yuta favorite kihno pc nct 127

12$ shipped stamped 

usa only 

dm to buy https://t.co/25zXjvfLgc"
68,['1600030889114669056'],en,1021192197914464257,2022-12-06T07:34:25.000Z,1600030889114669056,"RT @TraceyDelaney: The leading cause of death among children in the USA is not drag queen brunches, vaccines or pronouns. 
It’s guns. 
We h…"
69,['1600030888703950848'],en,1105787427682045952,2022-12-06T07:34:25.000Z,1600030888703950848,RT @WWE: #WWERaw starts RIGHT NOW on @USA_Network!
70,['1600030885927010304'],en,732115069,2022-12-06T07:34:24.000Z,1600030885927010304,@NewsnowIive It's already happening in UK 🇬🇧 and USA 🇺🇲 check it out https://t.co/5MHMRvuWvQ  Click on it Thank me later
71,['1600030881854656512'],en,91057584,2022-12-06T07:34:24.000Z,1600030881854656512,@__TEAM_USA Oh God just stop with all the political bs for one day. Let's just acknowledge her life and achievements without the circus from both left and right..
72,['1600030872882753538'],fr,1480797405494882306,2022-12-06T07:34:21.000Z,1600030872882753538,"@GaveEmmanuelle Sauf erreur, leur big boss en voyage aux USA il n'y avait aucun masque , qu'ils prennent exemple 😉"
73,['1600030870613565440'],fr,874344707551371264,2022-12-06T07:34:21.000Z,1600030870613565440,@TontonPogo Notre sud vaut celui des USA par bien des aspects.
74,['1600030870295183360'],en,1454550358093561856,2022-12-06T07:34:21.000Z,1600030870295183360,"$STAB so many projects against the vaccine just in the USA.

This is a global pandemic.

The market holding Statera back from participating in the efforts to combat these deadly adverse reactions is CRIMINAL. https://t.co/igGtoWQBoE"
75,['1600030862174715904'],pt,1334023125416210432,2022-12-06T07:34:19.000Z,1600030862174715904,RT @PortalShakira: Monotonía de Shakira é #1 na Latin Airplay da Billboard USA https://t.co/WLZcitNR0s
76,['1600030860450959360'],en,1021590498,2022-12-06T07:34:18.000Z,1600030860450959360,"RT @UgochukwuCFR: Apply to Stevens Institute of Technology, USA, for FREE

To qualify, attend any of the two virtual events on Dec 7 and De…"
77,['1600030857330409472'],it,2921948057,2022-12-06T07:34:18.000Z,1600030857330409472,"@lucamor75772007 @gisellaruccia Stavo aggiungendo prima che si spegnesse il cellu,usa quel 1/2 neurone a rdc,se vuoi info usa il ditino e cerca su google puoi sapere,così eviti di scrivere minchiate https://t.co/n1gmyE9n5i"
78,['1600030856008982528'],en,1592320022990311424,2022-12-06T07:34:17.000Z,1600030856008982528,@carsonkrow @WandaPender1 Laughing stocks of the world You are defending a brainwashed sheep BUT I DON'T HATE ANYONE and want to say Merry Christmas to you and your family and may God bless you and your family and the USA
79,['1600030846173728770'],en,1333770998181629959,2022-12-06T07:34:15.000Z,1600030846173728770,"RT @SirKunt: $350 in 48 Hours 

☑️ Search a token with ""shitcoin"" mark on https://t.co/nn2J6GhD4U
☑️ Comment about the ""shitcoin"" in the co…"
80,['1600030843677745155'],en,1268618122497536000,2022-12-06T07:34:14.000Z,1600030843677745155,"RT @ReduxxMag: @WDI_USA (cont'd)

The women had gathered outside of the Alameda County Courthouse in response to the trial of Dana Rivers,…"
81,['1600030840678817794'],en,235566933,2022-12-06T07:34:14.000Z,1600030840678817794,"RT @juliaboggio: Did you know Santa is one of the 16% of men who read romcoms? 
❤️ 🎅 ❤️ 🎅 ❤️ 🎅 ❤️ 🎅 ❤️ 😉

SHOOTERS is available to pre-orde…"
82,['1600030838842097666'],en,1586126334429798401,2022-12-06T07:34:13.000Z,1600030838842097666,RT @DollyD2022: Why is China allowed to buy land in the USA?
83,['1600030837365477379'],en,1351512744307134465,2022-12-06T07:34:13.000Z,1600030837365477379,"RT @marrakua: ***MISSING**** This Is CAROLINE BLESSING COOPER Last Heard From Her November 26th, 2022. Went To GHANA From The USA &amp; Lives I…"
84,['1600030834156765184'],en,808679787044732928,2022-12-06T07:34:12.000Z,1600030834156765184,@alecmadison97 @RaisinBranin @Ankaman616 How do you stream BBC in USA?
85,['1600030833171058688'],en,1456506812350480385,2022-12-06T07:34:12.000Z,1600030833171058688,@elonmusk @__TEAM_USA Thank you
86,['1600030832697090051'],en,1543919902339108864,2022-12-06T07:34:12.000Z,1600030832697090051,"RT @chitaglorya3rd: $200 giveaway in 72 hours 🍒

Rt &amp; complete the tasks below (proof)

✅ Search a token with ""shitcoin"" mark on https://t.…"
87,['1600030828306001920'],en,152883896,2022-12-06T07:34:11.000Z,1600030828306001920,RT @NadinaCP: @DLBLLC @sexAbled Another pro-tip.  Always add copyright notice to your sample work-product. In USA copyrighting is easy-peas…
88,['1600030826917412864'],es,990719873373306883,2022-12-06T07:34:10.000Z,1600030826917412864,"RT @JohnDc777: @andresguzbj Esas series retro aún se pueden ver n Usa hasta en streaming free o de paga y otros países Europeos, es una las…"
89,['1600030824195395585'],de,1556888418466021380,2022-12-06T07:34:10.000Z,1600030824195395585,"RT @J_Todenhoefer: Scholz schreibt, Russlands Krieg “markiere den Beginn einer grundlegend neuen Realität: die Rückkehr des Imperialismus n…"
90,['1600030823243468801'],th,1402854850950356996,2022-12-06T07:34:10.000Z,1600030823243468801,RT @iamkoyjung: 🖤💖ขอบคุณ Manager สาวๆทีม USA ที่ดูแลเมมเบอร์ #BLACKPINK แบบประกบติดรายคนด้วยทุกคนน่ารักมากทำหน้าที่กันได้ดีมาก มารอดูทีมลอน…
91,['1600030820684611585'],pt,1598489311460081666,2022-12-06T07:34:09.000Z,1600030820684611585,"@Letsforaninha Oii amg, se puder usa meu código de afiliada SHEIN, ele ainda te dá um desconto extra!
🔗Para ativar: cadastre indo em perfil&gt;minha indicação &gt; BR48939U 
Lembrando que esse desconto pode ser acumulado com pontos e cupons! Ele some após 3 meses e você precisa cadastrar de novo🤍"
92,['1600030820642820098'],en,1251580476613156871,2022-12-06T07:34:09.000Z,1600030820642820098,"RT @Rob_Kimbell: In 2022, if current trends continue, the UK should register record exports of goods and services to:

Bahrain
Belgium
Camb…"
93,['1600030818222866432'],en,15556847,2022-12-06T07:34:08.000Z,1600030818222866432,"@thecbgazette @SenJeffMerkley https://t.co/vQeMDWHwHD   

https://t.co/RzfpQKBtRZ          

OR. late A.G. Frohnmayer had deleted all records in L.C. It shows I'd changed my name to Nadia Sindi.Left old name Faika Sindi.Changed letters to Saika Findi! Frohnmayer has trapped me in a criminal record since 1987!"
94,['1600030817962508288'],en,732115069,2022-12-06T07:34:08.000Z,1600030817962508288,@kookminrm It's already happening in UK 🇬🇧 and USA 🇺🇲 check it out https://t.co/5MHMRvuWvQ  Click on it Thank me later
95,['1600030817807310848'],es,967961088179482624,2022-12-06T07:34:08.000Z,1600030817807310848,"RT @rosapantin1301: USA, Ohio Columbus ciudadanos armados de los llamados Proud Boys, y varias personas más impidieron la celebración de un…"
96,['1600030814665789443'],en,1185869290588770304,2022-12-06T07:34:08.000Z,1600030814665789443,"RT @MilitarisCath: Guns are saving lives all across the USA
https://t.co/Dvzn4qA12S"
97,['1600030814405767168'],en,1382077938129068033,2022-12-06T07:34:07.000Z,1600030814405767168,"RT @Gathering4Magic: 💥🔥⚡️GIVEAWAY!⚡️🔥💥   This revised Demonic Tutor signed by Douglas Shuler!
To Enter:
💥follow me

💥Like

💥Repost

I will…"
98,['1600030814086963200'],en,1529380181441400832,2022-12-06T07:34:07.000Z,1600030814086963200,"@JimmyC1366 ... And he went into the swamp knowing he was hated there, and still was strong enough to get our Country in a positive mode economically. for you and me. remember: HIS AGENDA WAS : USA 🇺🇸 1ST.  WHETHER YOU LISTENED OR NOT. (WAKE THE FK UP AMERICA 🇺🇸"
99,['1600030807632252928'],es,1553175130087591938,2022-12-06T07:34:06.000Z,1600030807632252928,RT @AnairoBloomtw: Oigan si kuakiti cubito se pone las pilas y usa sus encantos ya habria acabado con el lusus pq es q nambreee ese wey tod…
0,['1600031017892564994'],en,1309172201409712135,2022-12-06T07:34:56.000Z,1600031017892564994,@raymondgstanley @AmandaMontagne @AstroDog19 @BeauTFC Most of Europe really didn't have a lot. My government has started buying new shit to send to Ukraine. Meanwhile the USA is mostly sending stuff they purchased decades ago but never threw away. If that kit was handed to American soldiers it would be a national scandal.
1,['1600031012947251200'],en,1185135471430639616,2022-12-06T07:34:55.000Z,1600031012947251200,@FateGO_USA I like you here's a cupcake https://t.co/DRQgMzlEiK
2,['1600031011730993152'],en,1363344461414031367,2022-12-06T07:34:54.000Z,1600031011730993152,"RT @majorgauravarya: @India_Society Sir, this is a .38 Smith &amp; Wesson. S&amp;W is an old weapons manufacturer from USA. This weapon is a revolv…"
3,['1600031008996196352'],fr,55519360,2022-12-06T07:34:54.000Z,1600031008996196352,"RT @AlbertEzina: @pcanfin Et les exportations de nos forêts de chênes vers la Chine et les USA, on en parle quand ?"
4,['1600031008841420802'],ja,3251638442,2022-12-06T07:34:54.000Z,1600031008841420802,RT @Rinrin_Malos: 「ここら辺(惑星規模)にウルトラマンノア出るかもしれないよ(曖昧)」でたった1人で出動させられて場合によってはタイマンすることになってたティターンも、それを見越してわざわざ出動させられるUSAも普通に可哀想なのに、本当にノアが来てくれるから面…
5,['1600031007867969536'],en,732115069,2022-12-06T07:34:54.000Z,1600031007867969536,@AryavanshJunej1 It's already happening in UK 🇬🇧 and USA 🇺🇲 check it out https://t.co/5MHMRvuWvQ  Click on it Thank me later
6,['1600031006614077441'],es,4267188135,2022-12-06T07:34:53.000Z,1600031006614077441,👌 Esta es la primera ciudad que prohíbe caminar mientras se usa el móvil https://t.co/s5aTeZISZV
7,['1600031005779193856'],en,1301452423026872322,2022-12-06T07:34:53.000Z,1600031005779193856,@DefenceU SURELY UNFAIR TO THE USA &amp; UK?? Will this be who the Warmongering Western Machiavellian media blame for WW3?
8,['1600031005498220544'],en,454738837,2022-12-06T07:34:53.000Z,1600031005498220544,RT @AdnanSamiLive: Uh Oh…This country now suddenly needs Freedom &amp; Democracy- USA Coming Soon to the ‘Rescue’!!🤣🤣 https://t.co/cH48Vmhejf
9,['1600031004638425088'],pl,494906863,2022-12-06T07:34:53.000Z,1600031004638425088,RT @DGawr: Nie żyje Kirstie Alley @kirstiealley wielka strata dla kina oraz ostatnio polityki w USA. Rak okazał się silniejszy. Najbardziej…
10,['1600031003510185984'],en,818721873064329216,2022-12-06T07:34:53.000Z,1600031003510185984,"RT @marrakua: ***MISSING**** This Is CAROLINE BLESSING COOPER Last Heard From Her November 26th, 2022. Went To GHANA From The USA &amp; Lives I…"
11,['1600031000699891712'],en,1145419093714956288,2022-12-06T07:34:52.000Z,1600031000699891712,"Team Canada, Team USA world juniors camp invite breakdowns — who got picked and why? ... https://t.co/T451kSR6SH @coreypronman @TheAthleticNHL"
12,['1600030999743643649'],es,1594665873201053698,2022-12-06T07:34:52.000Z,1600030999743643649,"RT @CarnetDLaPatria: #ATENCIÓN El #SistemaPatria y el #CarnetDeLaPatria te compartimos el #BalanceCovid19 del #5Dic.

¡Protégete, usa tu ma…"
13,['1600030999043112960'],en,64352773,2022-12-06T07:34:51.000Z,1600030999043112960,"RT @sophiadahl1: 1/4
Germany Bans Farmers Fertiling Their Land. UK Wants a Food Price “Reset” UN Warns of Social Unrest‼️☝️🤔🙏👇👇

#UK #Energ…"
14,['1600030998535847936'],es,744192938071187457,2022-12-06T07:34:51.000Z,1600030998535847936,"RT @EmmaSanse: Leí y #recomiendo 'LA VIDA', #novela
de La Gran Escritora 
@IsabelMataVicen

Historias de amistad, amor y bondad que te hará…"
15,['1600030996262428677'],en,63853538,2022-12-06T07:34:51.000Z,1600030996262428677,"RT @marrakua: ***MISSING**** This Is CAROLINE BLESSING COOPER Last Heard From Her November 26th, 2022. Went To GHANA From The USA &amp; Lives I…"
16,['1600030995675127808'],zxx,3151216805,2022-12-06T07:34:51.000Z,1600030995675127808,https://t.co/VMDZXIRVdc
17,['1600030993489985536'],en,1696082888,2022-12-06T07:34:50.000Z,1600030993489985536,"RT @impexbev: As their 4 expressions make their way to shelves across the #USA , it's always exciting to hear the news that the new brand t…"
18,['1600030993393532929'],en,1264298628480409600,2022-12-06T07:34:50.000Z,1600030993393532929,"@thatbloodyMikey @CobblerSeanTB Wait, wait, wait

Let’s not forget USA fascism was exported FROM the UKKK &amp; Europe https://t.co/LZIwCEcXkC"
19,['1600030991338426368'],en,1484659604185403398,2022-12-06T07:34:50.000Z,1600030991338426368,@dawncharis1 @TRHLofficial @DefenceU Silence UStard or we will make USA 13 colonies again.
20,['1600030990734327809'],en,291739314,2022-12-06T07:34:49.000Z,1600030990734327809,"RT @coryklippsten: THE RACE TO AVOID THE WAR

In February 2020, a month before @swanbitcoin launched, we published our mission statement ""T…"
21,['1600030989295550464'],en,2350107834,2022-12-06T07:34:49.000Z,1600030989295550464,"RT @FNC_ENT: 2023 P1Harmony LIVE TOUR [P1ustage H : P1ONEER] IN USA 
&gt;&gt; https://t.co/V4oqdi1a8L

#P1Harmony #피원하모니 #P1H #P1ustage_H #P1ONEE…"
22,['1600030988075139078'],en,762308646483005440,2022-12-06T07:34:49.000Z,1600030988075139078,"RT @JamesBradleyCA: If China is our greatest threat, why are they allowed to buy land here in the USA?"
23,['1600030987185815555'],en,33815054,2022-12-06T07:34:49.000Z,1600030987185815555,RT @DollyD2022: Why is China allowed to buy land in the USA?
24,['1600030984870797313'],en,907826087211749376,2022-12-06T07:34:48.000Z,1600030984870797313,Legislation passed to avert US rail strike https://t.co/IMMCQ1Ka9l #Railroad #Trains #USA #Freight
25,['1600030978403188736'],en,196768996,2022-12-06T07:34:47.000Z,1600030978403188736,"RT @ReduxxMag: BREAKING: Women with @WDI_USA were just attacked by black-clad trans activists in California. 

The women were confronted an…"
26,['1600030972199649280'],pt,1598489311460081666,2022-12-06T07:34:45.000Z,1600030972199649280,"@Larissa1ventura Oii amg, se puder usa meu código de afiliada SHEIN, ele ainda te dá um desconto extra!
🔗Para ativar: cadastre indo em perfil&gt;minha indicação &gt; BR48939U 
Lembrando que esse desconto pode ser acumulado com pontos e cupons! Ele some após 3 meses e você precisa cadastrar de novo🤍"
27,['1600030969313910785'],en,1112306693482926080,2022-12-06T07:34:44.000Z,1600030969313910785,"RT @ReduxxMag: BREAKING: Women with @WDI_USA were just attacked by black-clad trans activists in California. 

The women were confronted an…"
28,['1600030966642245636'],en,476578634,2022-12-06T07:34:44.000Z,1600030966642245636,"@BBCSport @alanshearer Do England ever learn. So far up themselves instead of just enjoying the moment. They beat Iran and wales, really struggled v usa and toiled v Senegal till they went 1 up. No wonder every nation wants them to lose. It’s tiring listening to this every tournament. Give it a rest!"
29,['1600030964792451073'],en,1551216673,2022-12-06T07:34:43.000Z,1600030964792451073,"RT @EvilGeniuses: Ready to ring in the holidays? We’re celebrating the season of giving with a #PredatorGaming giveaway!

@predator_USA | @…"
30,['1600030964729593856'],en,2677845546,2022-12-06T07:34:43.000Z,1600030964729593856,RT @DollyD2022: Why is China allowed to buy land in the USA?
31,['1600030961185435648'],en,249019680,2022-12-06T07:34:42.000Z,1600030961185435648,@__TEAM_USA For making a terrible investment he was forced into by the courts
32,['1600030958316654592'],en,1313055784947920896,2022-12-06T07:34:42.000Z,1600030958316654592,"🗓️ Events that will affect the financial markets today.

#USA #eurusd #economy #usd #eur #financial #forex #trading #pmi #finance #EU #GBP #australia #canada https://t.co/cKpQbEhto1"
33,['1600030956764758017'],fr,1478833521519206401,2022-12-06T07:34:41.000Z,1600030956764758017,RT @Limportant_fr: 11-Septembre : Georges Busch a minimisé les informations dont il disposait sur les risques d'attentats d'Al-Qaïda aux US…
34,['1600030956433412097'],es,587891623,2022-12-06T07:34:41.000Z,1600030956433412097,"RT @caligulacat: Verdades que el uribismo no acepta: 

Pablo Escobar y Uribe fueron los que inundaron de coca a USA."
