,Value (kWh),notes,Date,time,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit,day_of_week,year
16683,0.294,weekday,2018-04-27,03:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16684,0.293,weekday,2018-04-27,04:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16685,0.2689999999999999,weekday,2018-04-27,05:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16686,0.466,weekday,2018-04-27,06:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16687,0.3329999999999999,weekday,2018-04-27,07:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16688,0.241,weekday,2018-04-27,08:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16689,0.349,weekday,2018-04-27,09:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16690,0.286,weekday,2018-04-27,10:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16691,0.249,weekday,2018-04-27,11:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16692,0.327,weekday,2018-04-27,12:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16693,0.256,weekday,2018-04-27,13:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16694,0.246,weekday,2018-04-27,14:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16695,0.308,weekday,2018-04-27,15:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16696,0.318,weekday,2018-04-27,16:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16697,0.38,weekday,2018-04-27,17:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16698,0.395,weekday,2018-04-27,18:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16699,0.598,weekday,2018-04-27,19:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16700,0.976,weekday,2018-04-27,20:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16701,0.743,weekday,2018-04-27,21:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16702,0.5479999999999999,weekday,2018-04-27,22:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16703,1.812,weekday,2018-04-27,23:00:00,27,80,67.2,55,54,51.9,48,89,61.3,35,10,5.0,0,30.0,29.9,29.9,0.0,4,2018
16704,1.52,weekend,2018-04-28,00:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16705,1.107,weekend,2018-04-28,01:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16706,0.684,weekend,2018-04-28,02:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16707,0.521,weekend,2018-04-28,03:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16708,0.427,weekend,2018-04-28,04:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16709,0.276,weekend,2018-04-28,05:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16710,0.278,weekend,2018-04-28,06:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16711,0.272,weekend,2018-04-28,07:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16712,0.353,weekend,2018-04-28,08:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16713,0.647,weekend,2018-04-28,09:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16714,1.264,weekend,2018-04-28,10:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16715,1.462,weekend,2018-04-28,11:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16716,1.4069999999999998,weekend,2018-04-28,12:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16717,1.198,weekend,2018-04-28,13:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16718,0.6759999999999999,weekend,2018-04-28,14:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16719,1.019,weekend,2018-04-28,15:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16720,0.629,weekend,2018-04-28,16:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16721,0.406,weekend,2018-04-28,17:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16722,0.991,weekend,2018-04-28,18:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16723,0.331,weekend,2018-04-28,19:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16724,1.823,weekend,2018-04-28,20:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16725,3.1910000000000003,weekend,2018-04-28,21:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16726,1.787,weekend,2018-04-28,22:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16727,1.261,weekend,2018-04-28,23:00:00,28,83,70.8,57,60,54.4,49,93,60.7,31,13,3.5,0,30.0,29.9,29.9,0.0,5,2018
16728,0.6679999999999999,weekend,2018-04-29,00:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16729,0.69,weekend,2018-04-29,01:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16730,0.706,weekend,2018-04-29,02:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16731,0.5870000000000001,weekend,2018-04-29,03:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16732,0.276,weekend,2018-04-29,04:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16733,0.296,weekend,2018-04-29,05:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16734,0.316,weekend,2018-04-29,06:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16735,0.347,weekend,2018-04-29,07:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16736,0.431,weekend,2018-04-29,08:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16737,0.7140000000000001,weekend,2018-04-29,09:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16738,0.585,weekend,2018-04-29,10:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16739,0.282,weekend,2018-04-29,11:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16740,0.3329999999999999,weekend,2018-04-29,12:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16741,0.7240000000000001,weekend,2018-04-29,13:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16742,0.795,weekend,2018-04-29,14:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16743,0.7859999999999999,weekend,2018-04-29,15:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16744,0.381,weekend,2018-04-29,16:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16745,0.552,weekend,2018-04-29,17:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16746,1.141,weekend,2018-04-29,18:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16747,0.609,weekend,2018-04-29,19:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16748,1.712,weekend,2018-04-29,20:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16749,1.1,weekend,2018-04-29,21:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16750,0.5329999999999999,weekend,2018-04-29,22:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16751,0.437,weekend,2018-04-29,23:00:00,29,82,71.0,59,63,57.5,53,97,66.1,37,20,7.8,0,30.0,30.0,29.9,0.0,6,2018
16752,0.321,weekday,2018-04-30,00:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16753,2.92,weekday,2018-04-30,01:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16754,1.331,weekday,2018-04-30,02:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16755,1.043,weekday,2018-04-30,03:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16756,0.7070000000000001,weekday,2018-04-30,04:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16757,0.685,weekday,2018-04-30,05:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16758,0.485,weekday,2018-04-30,06:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16759,0.287,weekday,2018-04-30,07:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16760,0.278,weekday,2018-04-30,08:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16761,0.262,weekday,2018-04-30,09:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16762,0.242,weekday,2018-04-30,10:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16763,0.255,weekday,2018-04-30,11:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16764,0.261,weekday,2018-04-30,12:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16765,0.25,weekday,2018-04-30,13:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16766,0.243,weekday,2018-04-30,14:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16767,0.4039999999999999,weekday,2018-04-30,15:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16768,0.295,weekday,2018-04-30,16:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16769,0.332,weekday,2018-04-30,17:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16770,0.293,weekday,2018-04-30,18:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16771,0.352,weekday,2018-04-30,19:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16772,0.5720000000000001,weekday,2018-04-30,20:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16773,0.59,weekday,2018-04-30,21:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16774,2.614,weekday,2018-04-30,22:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16775,1.758,weekday,2018-04-30,23:00:00,30,80,69.8,56,66,62.8,56,100,79.8,52,21,11.0,0,30.0,30.0,29.9,0.0,0,2018
16776,0.925,weekday,2018-01-05,00:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16777,0.8859999999999999,weekday,2018-01-05,01:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16778,0.5820000000000001,weekday,2018-01-05,02:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16779,0.5670000000000001,weekday,2018-01-05,03:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16780,0.542,weekday,2018-01-05,04:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16781,0.617,weekday,2018-01-05,05:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16782,0.518,weekday,2018-01-05,06:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16783,0.3779999999999999,weekday,2018-01-05,07:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16784,0.28,weekday,2018-01-05,08:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16785,0.23,weekday,2018-01-05,09:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16786,0.252,weekday,2018-01-05,10:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16787,0.278,weekday,2018-01-05,11:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16788,0.24,weekday,2018-01-05,12:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16789,0.221,weekday,2018-01-05,13:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16790,0.262,weekday,2018-01-05,14:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16791,0.52,weekday,2018-01-05,15:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16792,0.322,weekday,2018-01-05,16:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16793,0.473,weekday,2018-01-05,17:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16794,0.436,weekday,2018-01-05,18:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16795,0.516,weekday,2018-01-05,19:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16796,0.55,weekday,2018-01-05,20:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16797,2.242,weekday,2018-01-05,21:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16798,2.217,weekday,2018-01-05,22:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16799,1.882,weekday,2018-01-05,23:00:00,1,80,74.1,70,70,68.6,66,93,82.9,69,22,13.9,7,29.9,29.9,29.9,0.0,4,2018
16800,1.045,weekday,2018-02-05,00:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16801,0.984,weekday,2018-02-05,01:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16802,0.975,weekday,2018-02-05,02:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16803,1.034,weekday,2018-02-05,03:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16804,0.471,weekday,2018-02-05,04:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16805,0.733,weekday,2018-02-05,05:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16806,0.633,weekday,2018-02-05,06:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16807,0.34,weekday,2018-02-05,07:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16808,0.2789999999999999,weekday,2018-02-05,08:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16809,0.246,weekday,2018-02-05,09:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16810,0.265,weekday,2018-02-05,10:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16811,0.275,weekday,2018-02-05,11:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16812,0.251,weekday,2018-02-05,12:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16813,0.254,weekday,2018-02-05,13:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16814,0.2789999999999999,weekday,2018-02-05,14:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16815,0.312,weekday,2018-02-05,15:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16816,1.018,weekday,2018-02-05,16:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16817,3.38,weekday,2018-02-05,17:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16818,1.111,weekday,2018-02-05,18:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16819,0.322,weekday,2018-02-05,19:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16820,0.53,weekday,2018-02-05,20:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16821,0.409,weekday,2018-02-05,21:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16822,0.627,weekday,2018-02-05,22:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16823,0.618,weekday,2018-02-05,23:00:00,2,85,78.3,74,74,70.9,69,87,78.3,63,23,14.5,8,29.9,29.9,29.9,0.0,0,2018
16824,0.2769999999999999,weekday,2018-03-05,00:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16825,0.516,weekday,2018-03-05,01:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16826,0.5529999999999999,weekday,2018-03-05,02:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16827,0.539,weekday,2018-03-05,03:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16828,0.26,weekday,2018-03-05,04:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16829,0.39,weekday,2018-03-05,05:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16830,0.535,weekday,2018-03-05,06:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16831,0.2769999999999999,weekday,2018-03-05,07:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16832,0.366,weekday,2018-03-05,08:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16833,0.309,weekday,2018-03-05,09:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16834,0.266,weekday,2018-03-05,10:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16835,0.2689999999999999,weekday,2018-03-05,11:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16836,0.223,weekday,2018-03-05,12:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16837,0.248,weekday,2018-03-05,13:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16838,0.2739999999999999,weekday,2018-03-05,14:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16839,0.247,weekday,2018-03-05,15:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16840,0.536,weekday,2018-03-05,16:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16841,0.349,weekday,2018-03-05,17:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16842,1.749,weekday,2018-03-05,18:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16843,1.713,weekday,2018-03-05,19:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16844,1.235,weekday,2018-03-05,20:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16845,4.006,weekday,2018-03-05,21:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16846,0.431,weekday,2018-03-05,22:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16847,0.3279999999999999,weekday,2018-03-05,23:00:00,3,86,79.0,75,72,70.6,69,90,76.3,57,21,14.4,10,29.9,29.9,29.9,0.0,0,2018
16848,0.54,weekday,2018-04-05,00:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16849,0.561,weekday,2018-04-05,01:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16850,0.37,weekday,2018-04-05,02:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16851,0.568,weekday,2018-04-05,03:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16852,0.304,weekday,2018-04-05,04:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16853,0.301,weekday,2018-04-05,05:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16854,0.638,weekday,2018-04-05,06:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
16855,0.547,weekday,2018-04-05,07:00:00,4,81,74.9,68,74,70.2,65,93,85.3,69,18,8.6,0,30.0,29.9,29.9,0.0,3,2018
